ime,cena,kolicina,procent_alkohola,cena_na_enoto
 Bowmore 30 Year Old,"£3,500",70cl,43%,"£5,000 per litre"
 Glenfiddich Special,"£3,500",75cl,40%,"£4,666.67 per litre"
 Glenlivet 1938,"£3,500",75cl,40%,"£4,666.67 per litre"
 Glenlivet 1938,"£3,500",75cl,40%,"£4,666.67 per litre"
 Ben Wyvis 1972,"£3,500",75cl,54.4%,"£4,666.67 per litre"
 Glenlivet 1938,"£3,500",75cl,40%,"£4,666.67 per litre"
 Glenlivet 1963,"£3,500",75cl,43%,"£4,666.67 per litre"
 Bowmore 30 Year Old,"£3,500",75cl,43%,"£4,666.67 per litre"
Balvenie 40 Year Old,"£3,500",70cl,48.5%,"£5,000 per litre"
 Linkwood 1939,"£3,500",75cl,40%,"£4,666.67 per litre"
 Glenlivet 1938,"£3,500",75cl,40%,"£4,666.67 per litre"
 Glenfiddich Special,"£3,500",75cl,40%,"£4,666.67 per litre"
 Glenfiddich Special,"£3,500",75cl,40%,"£4,666.67 per litre"
 Mortlach 1949,"£3,500",70cl,40%,"£5,000 per litre"
Glenfarclas 50 Year Old,"£3,500",70cl,41.1%,"£5,000 per litre"
 Glenfiddich 1974,"£3,500",75cl,46.8%,"£4,666.67 per litre"
 Avonside (Glenlivet) 1938,"£3,500",75cl,43%,"£4,666.67 per litre"
 Avonside (Glenlivet) 1938,"£3,500",75cl,43%,"£4,666.67 per litre"
 Ardbeg 1974,"£3,500",70cl,51.3%,"£5,000 per litre"
 Strathisla 1949,"£3,500",75cl,40%,"£4,666.67 per litre"
 SMWS 4.1 (Highland Park),"£3,500",75cl,60.2%,"£4,666.67 per litre"
 Glenfarclas 1973,"£3,600",70cl,41.6%,"£5,142.86 per litre"
 Glenfarclas 1973,"£3,600",70cl,48.6%,"£5,142.86 per litre"
 Glenfarclas 1966,"£3,600",70cl,41.7%,"£5,142.86 per litre"
 Glenfarclas 1967,"£3,600",70cl,57%,"£5,142.86 per litre"
 Bowmore 1974,"£3,600",70cl,49.6%,"£5,142.86 per litre"
 Bowmore 1968,"£3,750",70cl,40.2%,"£5,357.14 per litre"
 Lagavulin 1976,"£3,750",70cl,52.6%,"£5,357.14 per litre"
 Strathisla 1949,"£3,750",70cl,40%,"£5,357.14 per litre"
 Glen Grant 1949,"£3,750",75cl,40%,"£5,000 per litre"
 Glenlivet 1949,"£3,750",75cl,40%,"£5,000 per litre"
 Auchentoshan 1966,"£3,750",70cl,40.9%,"£5,357.14 per litre"
 Linkwood 1938,"£3,750",75cl,40%,"£5,000 per litre"
 Bowmore 8 Year Old,"£3,750",75cl,40%,"£5,000 per litre"
 Glen Grant 1949,"£3,750",70cl,40%,"£5,357.14 per litre"
 Glen Grant 1949,"£3,750",75cl,40%,"£5,000 per litre"
 Springbank 1967,"£3,750",75cl,43.1%,"£5,000 per litre"
 Bowmore 1968,"£3,750",70cl,41.5%,"£5,357.14 per litre"
 Dalmore 1965 Set With Glass & Miniature,"£3,750",75cl,53.8%,"£5,000 per litre"
Glen Scotia 45 Year Old,"£3,800",70cl,43.8%,"£5,428.57 per litre"
 Macallan 30 Year Old,"£3,950",70cl,43%,"£5,642.86 per litre"
 Glenfarclas 1974,"£4,000",70cl,55.1%,"£5,714.28 per litre"
 Glenfarclas 1959,"£4,000",70cl,46%,"£5,714.28 per litre"
 Ardbeg 1974,"£4,000",70cl,51.8%,"£5,714.29 per litre"
 Bowmore 1968,"£4,000",70cl,43%,"£5,714.29 per litre"
 Bowmore 1968,"£4,000",70cl,43%,"£5,714.29 per litre"
 Cannot Be Named 1953,"£4,000",70cl,54.3%,"£5,714.29 per litre"
 Glenfarclas 1959,"£4,000",70cl,46%,"£5,714.29 per litre"
 From Glenfiddich Distillery 1964,"£4,000",70cl,58%,"£5,714.29 per litre"
 Glen Grant 1953,"£4,000",70cl,45%,"£5,714.29 per litre"
 Glenlivet 1964,"£4,000",70cl,45.1%,"£5,714.29 per litre"
 Isle of Jura 1965,"£4,000",70cl,44%,"£5,714.29 per litre"
 Longrow 1973,"£4,000",70cl,43.2%,"£5,714.29 per litre"
 Linkwood 1939,"£4,000",75cl,43%,"£5,333.33 per litre"
 Linkwood 1939,"£4,000",75cl,40%,"£5,333.33 per litre"
 Linkwood 1946,"£4,000",70cl,40%,"£5,714.29 per litre"
 Talisker 1973,"£4,000",70cl,43.3%,"£5,714.29 per litre"
 Highland Park 1962,"£4,000",75cl,43%,"£5,333.33 per litre"
 Ardbeg 1975,"£4,000",70cl,54.2%,"£5,714.29 per litre"
 Dalmore 1973,"£4,000",70cl,45%,"£5,714.29 per litre"
 Glen Grant 1948,"£4,000",70cl,40%,"£5,714.29 per litre"
 Glenlivet 1948,"£4,000",75cl,40%,"£5,333.33 per litre"
 Balvenie 1976,"£4,000",70cl,53.8%,"£5,714.29 per litre"
 Ardbeg 1974,"£4,000",70cl,53.1%,"£5,714.29 per litre"
 Balvenie 1978,"£4,000",70cl,53.8%,"£5,714.29 per litre"
 Longrow 14 Year Old,"£4,000",75cl,46%,"£5,333.33 per litre"
 Glenfarclas 1968,"£4,000",70cl,49.7%,"£5,714.29 per litre"
 Glen Grant 1948,"£4,000",75cl,40%,"£5,333.33 per litre"
 Linkwood 1938,"£4,000",75cl,40%,"£5,333.33 per litre"
 Strathisla 1937,"£4,000",75cl,43%,"£5,333.33 per litre"
 Bowmore 1968,"£4,000",70cl,46%,"£5,714.29 per litre"
 Glenlivet 1948,"£4,000",70cl,43%,"£5,714.29 per litre"
 Macallan,"£4,000",70cl,56.9%,"£5,714.29 per litre"
 Glenlivet 1964,"£4,000",75cl,45.1%,"£5,333.33 per litre"
 Springbank 1965,"£4,000",70cl,46%,"£5,714.29 per litre"
 Mortlach 1938,"£4,000",75cl,40%,"£5,333.33 per litre"
 Glen Grant 1948,"£4,000",75cl,40%,"£5,333.33 per litre"
 Glenlivet 1964,"£4,000",75cl,45.1%,"£5,333.33 per litre"
 Bowmore 1968,"£4,000",70cl,43%,"£5,714.29 per litre"
 Lagavulin 1991,"£4,000",70cl,52.7%,"£5,714.29 per litre"
 Talisker 12 Year Old,"£4,000",75cl,43%,"£5,333.33 per litre"
 Auchentoshan 1965,"£4,000",70cl,41.3%,"£5,714.29 per litre"
 Glenfarclas 1971,"£4,000",70cl,47%,"£5,714.29 per litre"
 Balvenie 1976,"£4,000",70cl,52.7%,"£5,714.29 per litre"
 Glen Grant 1948,"£4,000",70cl,40%,"£5,714.29 per litre"
 Bowmore 1968,"£4,000",70cl,46.2%,"£5,714.29 per litre"
 Glenglassaugh 1967,"£4,050",70cl,42.7%,"£5,785.71 per litre"
 Glenfarclas 1965,"£4,200",70cl,51.8%,"£6,000 per litre"
 Balvenie 1973,"£4,250",70cl,49.7%,"£6,071.43 per litre"
 Balvenie 1974,"£4,250",70cl,47.8%,"£6,071.43 per litre"
 Balvenie 1973,"£4,250",70cl,49.7%,"£6,071.43 per litre"
 Balvenie 1978,"£4,250",75cl,53.8%,"£5,666.67 per litre"
 Ardbeg 1976,"£4,500",70cl,53.5%,"£6,428.57 per litre"
 Balvenie 1970,"£4,500",70cl,44.6%,"£6,428.57 per litre"
 Bruichladdich 1964,"£4,500",70cl,43.1%,"£6,428.57 per litre"
 Glen Grant 1936,"£4,500",75cl,40%,"£6,000 per litre"
 Glenlivet 1943,"£4,500",75cl,40%,"£6,000 per litre"
 Longrow 1987,"£4,500",70cl,45%,"£6,428.57 per litre"
 Springbank 30 Year Old,"£4,500",70cl,46%,"£6,428.57 per litre"
 Strathisla 1937,"£4,500",75cl,40%,"£6,000 per litre"
 Balvenie 1972,"£4,500",70cl,47.3%,"£6,428.57 per litre"
 Bowmore 1973,"£4,500",70cl,43%,"£6,428.57 per litre"
 Glendronach 19 Year Old,"£4,500",75cl,45%,"£6,000 per litre"
 Strathisla 1937,"£4,500",75cl,40%,"£6,000 per litre"
 Glen Grant 1936,"£4,500",75cl,40%,"£6,000 per litre"
 Springbank 30 Year Old,"£4,500",70cl,46%,"£6,428.57 per litre"
 Macallan 1989,"£4,500",70cl,56.6%,"£6,428.57 per litre"
 Balvenie 1971,"£4,500",70cl,47.4%,"£6,428.57 per litre"
 Glen Grant 1936,"£4,500",75cl,40%,"£6,000 per litre"
 Tamnavulin-Glenlivet 20 Year Old,"£4,500",75cl,46%,"£6,000 per litre"
 Balvenie 1970,"£4,500",70cl,44.6%,"£6,428.57 per litre"
 Mortlach 1938,"£4,500",75cl,40%,"£6,000 per litre"
 Linkwood 1939,"£4,500",75cl,40%,"£6,000 per litre"
 Balvenie 1972,"£4,500",70cl,49.4%,"£6,428.57 per litre"
 Glenfarclas 1962,"£4,500",70cl,40.9%,"£6,428.57 per litre"
 Bowmore 1966,"£4,500",70cl,40.6%,"£6,428.57 per litre"
Dalmore 35 Year Old,"£4,500",70cl,40%,"£6,428.57 per litre"
 Glenfarclas 1967,"£4,500",70cl,55.6%,"£6,428.57 per litre"
 Glenfarclas 1959,"£4,500",70cl,47.1%,"£6,428.57 per litre"
 Glenfarclas 1969,"£4,500",70cl,56.1%,"£6,428.57 per litre"
 Dalmore 1979,"£4,500",70cl,54.6%,"£6,428.57 per litre"
 Ardbeg 1963,"£4,500",70cl,40%,"£6,428.57 per litre"
 Balvenie 1971,"£4,500",70cl,46.9%,"£6,428.57 per litre"
 Highland Park 20 Year Old,"£4,500",70cl,44.7%,"£6,428.57 per litre"
 Springbank 30 Year Old,"£4,500",70cl,46%,"£6,428.57 per litre"
 Balvenie 1971,"£4,500",70cl,47.1%,"£6,428.57 per litre"
 Balvenie 1972,"£4,500",70cl,47.3%,"£6,428.57 per litre"
 Brora 1978,"£4,500",70cl,49.2%,"£6,428.57 per litre"
 Dalmore 1979,"£4,500",70cl,54.6%,"£6,428.57 per litre"
 Glenfarclas 1956,"£4,500",70cl,50%,"£6,428.57 per litre"
 Glenfarclas 1960,"£4,700",70cl,42.3%,"£6,714.29 per litre"
 Glenfarclas 1960,"£4,700",70cl,42.2%,"£6,714.29 per litre"
 Ardbeg 1974 Provenance,"£4,750",75cl,55%,"£6,333.33 per litre"
 Ardbeg 1974 Provenance,"£4,750",75cl,54.7%,"£6,333.33 per litre"
 Ardbeg 1976,"£4,750",70cl,55%,"£6,785.71 per litre"
 Ardbeg 1974 Provenance,"£4,750",70cl,55.6%,"£6,785.71 per litre"
 Ardbeg 1974 Provenance,"£4,750",75cl,54.7%,"£6,333.33 per litre"
 Macallan M Decanter,"£4,750",70cl,45.9%,"£6,785.71 per litre"
 Bowmore 1972,"£4,950",70cl,46.7%,"£7,071.43 per litre"
 Glen Grant 1965,"£4,950",70cl,47.4%,"£7,071.43 per litre"
 Ardbeg 1976,"£5,000",70cl,53.2%,"£7,142.86 per litre"
 Ardbeg 1976,"£5,000",70cl,53.1%,"£7,142.86 per litre"
 Bowmore 7 Year Old,"£5,000",75cl,43%,"£6,666.67 per litre"
 Glen Grant 1948,"£5,000",70cl,40%,"£7,142.86 per litre"
 Glenlivet 1959,"£5,000",70cl,42.19%,"£7,142.86 per litre"
 Longrow 1973,"£5,000",75cl,46%,"£6,666.67 per litre"
 Glenfarclas 105',"£5,000",70cl,60%,"£7,142.86 per litre"
 Glendronach 1968,"£5,000",75cl,43%,"£6,666.67 per litre"
 Glenfiddich 40 Year Old,"£5,000",75cl,45.4%,"£6,666.67 per litre"
 Macallan 20 Year Old,"£5,000",70cl,43%,"£7,142.86 per litre"
 Ardbeg 10 Year Old,"£5,000",75cl,40%,"£6,666.67 per litre"
 Balvenie 1966,"£5,000",70cl,42.6%,"£7,142.86 per litre"
 Glenfarclas 1962,"£5,000",70cl,40.9%,"£7,142.86 per litre"
 Bowmore 1968,"£5,000",70cl,45.5%,"£7,142.86 per litre"
 Glen Grant 1945,"£5,000",75cl,40%,"£6,666.67 per litre"
 Glenfarclas 1963,"£5,000",70cl,46.5%,"£7,142.86 per litre"
 Glenfarclas 12 Year Old,"£5,000",75cl,52%,"£6,666.67 per litre"
 Glenfiddich Special,"£5,000",75cl,40%,"£6,666.67 per litre"
 Bowmore 1968,"£5,000",70cl,45.5%,"£7,142.86 per litre"
 Highland Park 35 Year Old,"£5,000",70cl,50%,"£7,142.86 per litre"
 Glenfarclas 1962,"£5,000",70cl,45.3%,"£7,142.86 per litre"
 Glenfarclas 1961,"£5,000",70cl,41.7%,"£7,142.86 per litre"
 Glenfarclas 1963,"£5,000",70cl,45.1%,"£7,142.86 per litre"
 Bowmore 1965,"£5,000",75cl,43%,"£6,666.67 per litre"
 Springbank 1965,"£5,000",70cl,53.8%,"£7,142.86 per litre"
 Old Pulteney,"£5,000",75cl,48.6%,"£6,666.67 per litre"
 Glenfarclas 1976,"£5,000",70cl,45.9%,"£7,142.86 per litre"
 Glenfarclas 1970,"£5,000",70cl,55.5%,"£7,142.86 per litre"
 Springbank 1965,"£5,000",70cl,50.6%,"£7,142.86 per litre"
 Balvenie 1967,"£5,000",70cl,49.7%,"£7,142.86 per litre"
 Bladnoch 29 Year Old,"£5,000",70cl,41.2%,"£7,142.86 per litre"
 Glenfarclas 40 Year Old,"£5,000",70cl,43%,"£7,142.86 per litre"
 Glenfarclas 40 Year Old,"£5,000",70cl,43%,"£7,142.86 per litre"
 Glenfarclas 1961,"£5,000",70cl,44.2%,"£7,142.86 per litre"
 Glenfarclas 1961,"£5,000",70cl,43.1%,"£7,142.86 per litre"
 Glenfarclas 1964,"£5,000",70cl,42.1%,"£7,142.86 per litre"
 Glenfarclas 1963,"£5,000",70cl,47.4%,"£7,142.86 per litre"
Bowmore Bicentenary,"£5,250",75cl,43%,"£7,000 per litre"
 Bowmore Bicentenary,"£5,250",75.7cl,43%,"£6,935.27 per litre"
 Glenfarclas 1962,"£5,250",70cl,43.4%,"£7,500 per litre"
 Glen Mhor 1965,"£5,300",70cl,47.1%,"£7,571.43 per litre"
 Ben Wyvis 1965,"£5,500",70cl,44%,"£7,857.14 per litre"
 Kinclaith 1969,"£5,500",70cl,47.3%,"£7,857.14 per litre"
 Ardbeg 1976,"£5,500",70cl,51.4%,"£7,857.14 per litre"
 Laphroaig 19 Year Old,"£5,500",70cl,54.9%,"£7,857.14 per litre"
 Bowmore,"£5,500",100cl,43%,
 Macallan 30 Year Old,"£5,500",70cl,43%,"£7,857.14 per litre"
 Macallan 30 Year Old,"£5,500",70cl,43%,"£7,857.14 per litre"
 Macallan 1979,"£5,750",70cl,40%,"£8,214.29 per litre"
 Bowmore Ship Label,"£6,000",75cl,40%,"£8,000 per litre"
 Glenlivet 1943,"£6,000",70cl,40%,"£8,571.43 per litre"
 Port Ellen 21 Year Old,"£6,000",70cl,58.4%,"£8,571.43 per litre"
 Springbank 35 Year Old,"£6,000",70cl,46%,"£8,571.43 per litre"
 Springbank 1967,"£6,000",75cl,46%,"£8,000 per litre"
 Glenfiddich 40 Year Old,"£6,000",70cl,43.6%,"£8,571.43 per litre"
 Highland Park 1968,"£6,000",70cl,45.6%,"£8,571.43 per litre"
 SMWS 98.1 (Inverleven),"£6,000",70cl,58.3%,"£8,571.43 per litre"
 Glenfarclas 1956,"£6,000",70cl,43.1%,"£8,571.43 per litre"
 Glenfarclas 1961,"£6,000",75cl,43%,"£8,000 per litre"
 Bowmore 8 Year Old,"£6,000",113cl,43%,"£5,309.73 per litre"
 Bowmore Bicentenary,"£6,000",75cl,43%,"£8,000 per litre"
 Littlemill 40 Year Old,"£6,000",70cl,46.8%,"£8,571.43 per litre"
 Laphroaig 1981,"£6,000",70cl,56.6%,"£8,571.43 per litre"
 Glenfarclas 1968,"£6,000",70cl,54.4%,"£8,571.43 per litre"
 Macallan M Black Decanter,"£6,250",70cl,44.8%,"£8,928.57 per litre"
 Port Ellen 1979,"£6,400",70cl,50.9%,"£9,142.86 per litre"
 Brora 1970,"£6,500",70cl,58.4%,"£9,285.71 per litre"
 Macallan 1980,"£6,500",70cl,40%,"£9,285.71 per litre"
 Mortlach 1936,"£6,500",75cl,43%,"£8,666.67 per litre"
 Springbank 40 Year Old,"£6,500",70cl,40.1%,"£9,285.71 per litre"
 Bowmore 1968,"£6,500",70cl,43.4%,"£9,285.71 per litre"
 Laphroaig 1980,"£6,500",70cl,57.4%,"£9,285.71 per litre"
 Laphroaig 1981,"£6,500",70cl,56.6%,"£9,285.71 per litre"
 Mortlach 1936,"£6,500",75cl,43%,"£8,666.67 per litre"
 Glenfarclas 1958,"£6,500",70cl,40.2%,"£9,285.71 per litre"
 Brora 1972,"£6,500",70cl,59.5%,"£9,285.71 per litre"
 Brora 1972,"£6,500",70cl,46.6%,"£9,285.71 per litre"
 Glenfarclas 1956,"£6,500",70cl,48.3%,"£9,285.71 per litre"
 Glenfarclas 1958,"£6,500",70cl,41.7%,"£9,285.71 per litre"
 Bowmore 1973,"£6,500",70cl,43.2%,"£9,285.71 per litre"
 Glenfarclas 1956,"£6,500",70cl,43.8%,"£9,285.71 per litre"
 Mortlach 1936,"£6,500",75cl,43%,"£8,666.67 per litre"
 Glenfarclas 1955,"£6,500",70cl,45.4%,"£9,285.72 per litre"
 Glenfarclas 1975,"£6,500",70cl,44.5%,"£9,285.72 per litre"
 Ardbeggeddon 1972,"£6,750",75cl,48.4%,"£9,000 per litre"
 Dalmore 40 Year Old,"£6,750",70cl,42%,"£9,642.86 per litre"
 Dallas Dhu 1969,"£6,750",70cl,43.1%,"£9,642.86 per litre"
 Longmorn 1966,"£6,750",70cl,46%,"£9,642.86 per litre"
 Mortlach 1969,"£6,750",70cl,50.7%,"£9,642.86 per litre"
 Ardbeg 1967,"£7,000",70cl,52%,"£10,000 per litre"
 Ardbeg 1967,"£7,000",70cl,49.8%,"£10,000 per litre"
 Ardbeg 1967,"£7,000",70cl,52%,"£10,000 per litre"
 Ardbeg 1967,"£7,000",70cl,52.2%,"£10,000 per litre"
 Port Ellen 1981,"£7,000",70cl,50.5%,"£10,000 per litre"
 Glenfarclas 1968,"£7,300",70cl,41.7%,"£10,428.57 per litre"
 Ardbeg 1976 Manager's Choice,"£7,500",70cl,56%,"£10,714.29 per litre"
 Caol Ila 15 Year Old,"£7,500",75cl,63%,"£10,000 per litre"
 Mortlach 1936,"£7,500",75cl,40%,"£10,000 per litre"
 Mortlach 1936,"£7,500",75cl,40%,"£10,000 per litre"
 Secret Stills 1.1,"£7,500",70cl,45%,"£10,714.29 per litre"
Bowmore 1964 Bicentenary,"£7,500",75cl,43%,"£10,000 per litre"
" Glenfiddich ""De Luxe""","£7,500",75cl,40%,"£10,000 per litre"
 Glamis 10 Year Old,"£7,500",75cl,43%,"£10,000 per litre"
 Macallan Royal Marriage,"£7,500",70cl,46.8%,"£10,714.29 per litre"
 Springbank 1951,"£7,500",75cl,46%,"£10,000 per litre"
 Pride of Strathspey 1937,"£7,500",75cl,40%,"£10,000 per litre"
 Glenfarclas 1955,"£7,500",70cl,43.3%,"£10,714.29 per litre"
 Bowmore 1963,"£7,500",75cl,43%,"£10,000 per litre"
"Campbeltown ""Fragments of Scotland"" (Longrow 1973)","£7,500",75cl,50%,"£10,000 per litre"
 Bowmore 1965,"£7,500",75cl,50%,"£10,000 per litre"
 Glenfiddich 30 Year Old,"£7,500",75cl,43%,"£10,000 per litre"
 Mortlach 1936,"£7,500",75cl,40%,"£10,000 per litre"
 Glenfiddich 30 Year Old,"£7,500",75cl,43%,"£10,000 per litre"
 Caol Ila 1968,"£7,500",70cl,52.5%,"£10,714.29 per litre"
 Mortlach 1961,"£7,500",70cl,44.4%,"£10,714.29 per litre"
 Linkwood 1957,"£7,500",75cl,56.9%,"£10,000 per litre"
 Springbank 1952,"£7,500",75cl,45.5%,"£10,000 per litre"
Macallan Private Eye,"£8,000",70cl,40%,"£11,428.57 per litre"
 Springbank 45 Year Old,"£8,000",70cl,40.1%,"£11,428.57 per litre"
 Macallan 12 Year Old,"£8,000",70cl,46%,"£11,428.57 per litre"
 Macallan Diamond Jubilee,"£8,000",70cl,52%,"£11,428.57 per litre"
 Macallan 1993,"£8,000",70cl,51.4%,"£11,428.57 per litre"
 Fettercairn 1973,"£8,300",70cl,42.5%,"£11,857.14 per litre"
 Glenfarclas 1954,"£8,500",70cl,52.6%,"£12,142.86 per litre"
 Glenfarclas 1954,"£8,500",70cl,46.3%,"£12,142.86 per litre"
 Glenfarclas 1954,"£8,500",70cl,46.7%,"£12,142.86 per litre"
 Glenfarclas 1954,"£8,500",70cl,47.2%,"£12,142.86 per litre"
 Macallan 1950,"£8,500",70cl,43%,"£12,142.86 per litre"
 Brora 1972,"£9,000",70cl,58.7%,"£12,857.14 per litre"
 Mortlach 1954,"£9,750",70cl,43%,"£13,928.57 per litre"
 Highland Park 1958,"£10,000",70cl,44%,"£14,285.71 per litre"
 Mortlach 1936,"£10,000",75cl,40%,"£13,333.33 per litre"
 Dalmore 1966,"£10,000",70cl,40%,"£14,285.71 per litre"
 Macallan 1962,"£10,000",75cl,43%,"£13,333.33 per litre"
 Speyside 1958,"£10,000",75cl,52.8%,"£13,333.33 per litre"
 Highland Park 1958,"£10,000",75cl,44%,"£13,333.33 per litre"
Gordon & MacPhail Strathisla Collection,"£10,000",420cl,43%,"£2,380.95 per litre"
 Glenlivet 1954,"£10,000",70cl,41%,"£14,285.71 per litre"
Laphroaig 40 Year Old,"£11,000",70cl,42.4%,"£15,714.29 per litre"
 Macallan 30 Year Old,"£11,000",70cl,43%,"£15,714.29 per litre"
Laphroaig 40 Year Old,"£11,000",75cl,42.4%,"£14,666.67 per litre"
Macallan 30 Year Old,"£11,000",70cl,43%,"£15,714.29 per litre"
 Glenfarclas 50 Year Old,"£11,000",70cl,40.6%,"£15,714.29 per litre"
 Macallan 1988,"£11,000",70cl,51.7%,"£15,714.29 per litre"
 Dalmore 45 Year Old,"£11,500",70cl,40%,"£16,428.57 per litre"
 Benromach 1949,"£12,000",70cl,42.4%,"£17,142.86 per litre"
 Glenfarclas 1953,"£12,000",70cl,53.7%,"£17,142.86 per litre"
 Glenfarclas 1953,"£12,000",70cl,51.1%,"£17,142.86 per litre"
 SMWS 61.1 (Brora),"£12,000",75cl,63.3%,"£16,000 per litre"
 Glenury Royal 1953,"£12,000",70cl,42.8%,"£17,142.86 per litre"
 Ardbeg 1973,"£12,000",75cl,57%,"£16,000 per litre"
 Strathisla 1953,"£12,500",70cl,43.5%,"£17,857.14 per litre"
 Glenury Royal 1953,"£13,500",70cl,42.8%,"£19,285.71 per litre"
 Springbank 50 Year Old,"£14,000",70cl,40.5%,"£20,000 per litre"
 Longrow 1973 Natural Strength,"£15,000",75cl,53%,"£20,000 per litre"
 Bowmore 1963,"£15,000",70cl,50%,"£21,428.57 per litre"
 Springbank 1966,"£15,000",75cl,61.2%,"£20,000 per litre"
 Longmorn 1961,"£15,000",70cl,45%,"£21,428.57 per litre"
 Longmorn 1961,"£15,000",70cl,40.8%,"£21,428.57 per litre"
 Tamdhu 50 Year Old,"£16,000",70cl,55.6%,"£22,857.14 per litre"
 Macallan 1988,"£17,500",70cl,46.7%,"£25,000 per litre"
 Dalmore 150th Anniversary Crystal,"£17,500",75cl,46%,"£23,333.33 per litre"
 Bowmore 8 Year Old,"£17,500",75cl,43%,"£23,333.33 per litre"
 Glen Grant 1948,"£17,500",70cl,48.6%,"£25,000 per litre"
Fettercairn 50 Year Old,"£18,750",70cl,47.9%,"£26,785.71 per litre"
 Bowmore 1957,"£19,000",70cl,40.1%,"£27,142.86 per litre"
 Bowmore 1957,"£20,000",70cl,40.1%,"£28,571.43 per litre"
 Tullibardine 1952,"£20,000",70cl,40.2%,"£28,571.43 per litre"
 Glenlivet 1967,"£20,000",75cl,48%,"£26,666.67 per litre"
 Black Bowmore 1964,"£22,000",70cl,49%,"£31,428.57 per litre"
 Black Bowmore 1964,"£22,500",70cl,50%,"£32,142.86 per litre"
 Bowmore 1964,"£22,500",75cl,43.2%,"£30,000 per litre"
 Linkwood 1956,"£23,000",70cl,49.4%,"£32,857.14 per litre"
Highland Park 50 Year Old,"£23,250",70cl,42.5%,"£33,214.29 per litre"
Glenfiddich 50 Year Old,"£24,500",70cl,46.1%,"£35,000 per litre"
 White Bowmore 1964,"£25,000",70cl,42.8%,"£35,714.29 per litre"
 Black Bowmore 1964,"£25,000",70cl,50%,"£35,714.29 per litre"
 Glenfiddich 50 Year Old,"£25,000",70cl,43%,"£35,714.29 per litre"
 Macallan Gran Reserva Set,"£25,000",280cl,40%,"£8,928.57 per litre"
 Glenfiddich 50 Year Old,"£27,500",70cl,43%,"£39,285.71 per litre"
 Macallan 1946,"£27,500",70cl,40%,"£39,285.71 per litre"
 Glenfarclas 1953,"£28,500",70cl,45.7%,"£40,714.29 per litre"
 Glenfiddich 50 Year Old,"£29,250",70cl,43.7%,"£41,785.71 per litre"
 Glenfarclas 1954,"£29,950",70cl,44.8%,"£42,785.71 per litre"
 Macallan 1961,"£30,000",70cl,54.1%,"£42,857.14 per litre"
 Mortlach 1938,"£30,000",70cl,40%,"£42,857.14 per litre"
 Black Bowmore 1964,"£30,000",70cl,40.5%,"£42,857.14 per litre"
 Longmorn 1961,"£30,000",140cl,42.9%,"£21,428.57 per litre"
 Macallan 1947,"£32,500",70cl,45.4%,"£46,428.57 per litre"
 Balvenie 1951,"£33,000",70cl,51.9%,"£47,142.86 per litre"
 Gordon & MacPhail Private Collection Ultra,"£35,000",280cl,46.7%,"£12,500 per litre"
 Bowmore 1955,"£40,000",70cl,42%,"£57,142.86 per litre"
Dalmore 50 Year Old (1926) Black Ceramic,"£40,000",75cl,43%,"£53,333.33 per litre"
 Highland Park 50 Year Old,"£40,000",70cl,44.8%,"£57,142.86 per litre"
 Glenlivet 1943,"£40,000",70cl,49.1%,"£57,142.86 per litre"
 Ardbeg 1974,"£40,000",150cl,47.4%,"£26,666.67 per litre"
 Balvenie 1962,"£40,000",70cl,42.1%,"£57,142.86 per litre"
 Springbank Millennium Collection,"£40,000",70cl,43.11%,"£57,142.86 per litre"
 Bowmore 1965,"£45,000",70cl,42%,"£64,285.71 per litre"
 Bowmore 1967,"£50,000",90cl,44.1%,"£55,555.56 per litre"
 Macallan 1949,"£60,000",70cl,43%,"£85,714.29 per litre"
 Macallan 1950,"£60,000",70cl,53.4%,"£85,714.29 per litre"
 Glenfarclas 1953,"£61,000",150cl,45.7%,"£40,666.67 per litre"
 Black Bowmore 1964,"£65,000",75cl,41%,"£86,666.67 per litre"
 Balvenie DCS Compendium Chapter 5 1962-2002,"£65,000",70cl,50.5%,"£92,857.14 per litre"
 Glenfarclas 1953,"£67,000",150cl,45.7%,"£44,666.67 per litre"
 Macallan 52 Year Old,"£75,000",70cl,48%,"£107,142.86 per litre"
 Macallan 72 Year Old,"£85,000",70cl,42%,"£121,428.57 per litre"
 Dalmore 50 Year Old,"£90,000",70cl,52%,"£128,571.43 per litre"
Dalmore - Candela 50 Year Old,"£100,000",70cl,45%,"£142,857.14 per litre"
 Glenfarclas The Family Casks (1954-2003),"£105,000",1000cl,50.61%,"£10,500 per litre"
