ime,cena,kolicina,procent_alkohola,cena_na_enoto
 Octomore 2010 Edition 07.3,£169,70cl,63%,£241.43 per litre
 Glen Elgin 1995,£170,70cl,52.1%,£242.86 per litre
 Glen Keith 1993,£170,70cl,49.3%,£242.86 per litre
 Glen Moray 1994,£170,70cl,43%,£242.86 per litre
 Linkwood 1997,£170,70cl,57%,£242.86 per litre
Fettercairn 22 Year Old,£170,70cl,47%,£242.86 per litre
 Octomore 10.3,£172,70cl,61.3%,£245.71 per litre
 Inchgower 12 Year Old,£175,75cl,43%,£233.33 per litre
Glenglassaugh 19 Year Old,£175,70cl,40%,£250 per litre
 Isle of Jura 10 Year Old,£175,75cl,40%,£233.33 per litre
 Isle of Jura 8 Year Old,£175,75cl,40%,£233.33 per litre
 Tullibardine 5 Year Old,£175,75cl,40%,£233.33 per litre
 Deanston Malt,£175,75cl,40%,£233.33 per litre
 Macallan Sienna,£175,70cl,43%,£250 per litre
 Tomatin 5 Year Old,£175,75cl,43%,£233.33 per litre
 Tullibardine 5 Year Old,£175,75cl,40%,£233.33 per litre
 Tullibardine 5 Year Old,£175,75cl,40%,£233.33 per litre
 Ardbeg Auriverdes,£175,70cl,49.9%,£250 per litre
 Clynelish 1997 Distillers Edition,£175,70cl,46%,£250 per litre
 Tomatin 5 Year Old,£175,75cl,40%,£233.33 per litre
 Octomore 10 Year Old,£175,70cl,57.3%,£250 per litre
 Royal Lochnagar 12 Year Old,£175,70cl,40%,£250 per litre
 Lp8 - Elements of Islay,£175,50cl,53.5%,£350 per litre
 Tormore 1992,£175,70cl,50.8%,£250 per litre
 Octomore 9.3,£175,70cl,62.9%,£250 per litre
 Mortlach 25 Year Old,£175,70cl,43%,£250 per litre
 Linkwood 1997,£175,70cl,58%,£250 per litre
 Linkwood 25 Year Old,£175,70cl,43%,£250 per litre
 Octomore 2014 Islay Barley 11.3,£175,70cl,61.7%,£250 per litre
 Laphroaig 10 Year Old Cask Strength,£180,70cl,58%,£257.14 per litre
Glenlivet Cipher,£180,70cl,48%,£257.14 per litre
 Glenrothes 1996,£180,70cl,49.1%,£257.14 per litre
 Glenrothes 1996,£180,70cl,51.7%,£257.14 per litre
 Tobermory 1995,£180,70cl,44.3%,£257.14 per litre
 Glen Moray 1990,£180,70cl,51.4%,£257.14 per litre
 Glenrothes 1996,£180,70cl,51.2%,£257.14 per litre
Oc6 - Elements of Islay,£180,50cl,58.1%,£360 per litre
 Strathmill 1994,£180,70cl,47.2%,£257.14 per litre
 Isle of Jura 8 Year Old,£185,75cl,40%,£246.67 per litre
Dalmore King Alexander III,£185,70cl,40%,£264.29 per litre
 Glenlivet 18 Year Old Auchvaich,£185,70cl,55.7%,£264.29 per litre
Highland Park The Light 17 Year Old,£185,70cl,52.9%,£264.29 per litre
 Glen Keith 1993,£185,70cl,56.6%,£264.29 per litre
 Edradour 2000,£185,70cl,46.5%,£264.29 per litre
Macallan Concept No.2,£185,70cl,40%,£264.29 per litre
Highland Park The Dark 17 Year Old,£190,70cl,52.9%,£271.43 per litre
Royal Brackla 21 Year Old,£192,70cl,40%,£274.29 per litre
Glenlivet 21 Year Old Archive,£193,70cl,43%,£275.71 per litre
Laphroaig 18 Year Old,£195,70cl,48%,£278.57 per litre
 Glenlivet 14 Year Old,£195,70cl,59.8%,£278.57 per litre
Highland Park Fire 15 Year Old,£195,70cl,45.2%,£278.57 per litre
 Mortlach 20 Year Old,£195,70cl,43.4%,£278.57 per litre
Macallan Estate,£195,70cl,43%,£278.57 per litre
 Edradour 1999,£195,70cl,56.2%,£278.57 per litre
Caol Ila 25 Year Old,£198,70cl,43%,£282.86 per litre
 Caol Ila 1996,£198,70cl,58.3%,£282.86 per litre
 Balmenach 10 Year Old,£199,70cl,43%,£284.29 per litre
 Bruichladdich 15 Year Old,£199,70cl,46%,£284.29 per litre
 Dufftown-Glenlivet 8 Year Old,£199,100cl,40%,
 Macallan 10 Year Old,£199,70cl,40%,£284.29 per litre
 Mortlach 16 Year Old,£199,70cl,43%,£284.29 per litre
 Aberlour-Glenlivet 12 Year Old,£199,75cl,40%,£265.33 per litre
 Glenmorangie Astar,£199,70cl,57.1%,£284.29 per litre
Scapa 16 Year Old,£199,70cl,40%,£284.29 per litre
 Laphroaig 10 Year Old Cask Strength,£199,70cl,55.3%,£284.29 per litre
 Glendullan 12 Year Old,£199,75cl,47%,£265.33 per litre
 Glenfiddich 8 Year Old,£199,75.7cl,40%,£262.88 per litre
 Dufftown-Glenlivet 10 Year Old,£199,100cl,43%,
 Ardbeg Perpetuum,£199,70cl,47.4%,£284.29 per litre
 Glenlivet 12 Year Old,£199,75cl,40%,£265.33 per litre
 Glenlivet 16 Year Old,£199,70cl,58.6%,£284.29 per litre
 Glen Grant 1981,£199,75cl,40%,£265.33 per litre
 Tormore 1988,£199,70cl,48.2%,£284.29 per litre
 Fettercairn 1988,£199,70cl,48.9%,£284.29 per litre
 Bowmore 2000,£199,70cl,55.8%,£284.29 per litre
 Glenlivet Blairgowrie,£199,70cl,52.5%,£284.29 per litre
 Glenallachie 1990,£199,50cl,44.9%,£398 per litre
 Glenfiddich 21 Year Old Winter Storm,£199,70cl,43%,£284.29 per litre
 Highland Park 12 Year Old,£199,70cl,40%,£284.29 per litre
 Aberlour 1993,£199,70cl,54.1%,£284.29 per litre
 Glenlossie,£199,70cl,53.9%,£284.29 per litre
 Highland Park 2003,£199,70cl,58.9%,£284.29 per litre
 Auchroisk 1999,£200,70cl,60.6%,£285.71 per litre
 Glendullan 1995,£200,70cl,58.7%,£285.71 per litre
 Inchmoan 1992,£205,70cl,48.6%,£292.86 per litre
 Highland Park 21 Year Old,£210,70cl,46%,£300 per litre
 Caperdonich 21 Year Old,£210,70cl,48%,£300 per litre
 Glenlivet 16 Year Old,£215,70cl,51.8%,£307.14 per litre
 Glenallachie 1990,£215,50cl,54.6%,£430 per litre
 Glen Keith 1995,£215,70cl,51.6%,£307.14 per litre
 Blair Athol 8 Year Old,£220,75cl,40%,£293.33 per litre
 Auchroisk,£220,70cl,48.7%,£314.29 per litre
 Glenfiddich Grand Cru,£220,70cl,40%,£314.29 per litre
 Blair Athol 8 Year Old,£225,75cl,40%,£300 per litre
 Glenallachie-Glenlivet 12 Year Old,£225,75cl,43%,£300 per litre
 Aultmore 12 Year Old,£225,75cl,40%,£300 per litre
 Tamdhu 10 Year Old,£225,75cl,40%,£300 per litre
 Glenkinchie 1990,£225,70cl,55.1%,£321.43 per litre
 Bruichladdich 15 Year Old,£225,70cl,40%,£321.43 per litre
 Talisker 18 Year Old,£225,70cl,45.8%,£321.43 per litre
 Blair Athol 8 Year Old,£225,75cl,40%,£300 per litre
 Glen Elgin,£225,75cl,43%,£300 per litre
 Glenmorangie Companta,£225,70cl,46%,£321.43 per litre
 Glenmorangie 10 Year Old,£225,100cl,43%,
 Glenallachie-Glenlivet 12 Year Old,£225,75cl,40%,£300 per litre
 Glencadam 25 Year Old,£225,70cl,46%,£321.43 per litre
 Mortlach 1998,£225,70cl,55.8%,£321.43 per litre
 Ar7 – Elements of Islay,£225,50cl,56.3%,£450 per litre
 Ardbeg Grooves,£225,70cl,46%,£321.43 per litre
 Aberlour-Glenlivet 10 Year Old,£225,70cl,43%,£321.43 per litre
 Macallan Rare Cask Batch No.3,£225,70cl,43%,£321.43 per litre
Glen Garioch 12 Year Old,£225,70cl,40%,£321.43 per litre
Royal Brackla 18 Year Old PX Cask,£226,70cl,46%,£322.86 per litre
 Blair Athol 1988,£230,70cl,50.8%,£328.57 per litre
 Bunnahabhain 1989,£230,70cl,43.5%,£328.57 per litre
 Glen Spey 1997,£230,70cl,51.1%,£328.57 per litre
 Lagavulin 12 Year Old,£235,70cl,55.1%,£335.71 per litre
 Bunnahabhain 1989,£235,70cl,44.9%,£335.71 per litre
Glenallachie 25 Year Old,£235,70cl,48%,£335.71 per litre
 Bunnahabhain 1989,£235,70cl,40.4%,£335.71 per litre
 Macallan Rare Cask Batch No1,£235,70cl,43%,£335.71 per litre
 Tormore 1988,£235,70cl,48.6%,£335.71 per litre
 Macallan Rare Cask,£235,70cl,43%,£335.71 per litre
 Dalmore 1991,£240,70cl,46%,£342.86 per litre
 Isle of Jura 1991,£240,70cl,53%,£342.86 per litre
 Caperdonich 21 Year Old Peated,£240,70cl,48%,£342.86 per litre
Benriach 25 Year Old,£210,70cl,46.8%,£300 per litre
 Pittyvaich 1989,£245,70cl,49.9%,£350 per litre
 Bunnahabhain 1989,£245,70cl,45.1%,£350 per litre
 Glenmorangie 12 Year Old,£250,70cl,40%,£357.14 per litre
 Isle of Jura 1999,£250,70cl,60.6%,£357.14 per litre
Loch Dhu 10 Year Old,£250,70cl,40%,£357.14 per litre
 Linkwood 12 Year Old,£250,75cl,40%,£333.33 per litre
 Ardbeg 1998,£250,70cl,54.1%,£357.14 per litre
 Ardbeg 1998,£250,70cl,55.9%,£357.14 per litre
 Octomore 2002,£250,70cl,46%,£357.14 per litre
 Lagavulin 12 Year Old,£250,70cl,57.9%,£357.14 per litre
 Macallan Estate Reserve,£250,70cl,45.7%,£357.14 per litre
 Highland Park 1991,£210,70cl,53.9%,£300 per litre
 Lagavulin 12 Year Old,£250,70cl,56.5%,£357.14 per litre
Bruichladdich Laddie 22 Year Old,£250,70cl,46%,£357.14 per litre
 Glentoshan (Auchentoshan) 5 Year Old,£250,75cl,40%,£333.33 per litre
 Glenmorangie 12 Year Old,£250,70cl,40%,£357.14 per litre
 Bowmore 12 Year Old,£250,100cl,43%,
 Highland Park 12 Year Old,£250,100cl,43%,
 Kininvie 1991,£250,35cl,42.6%,£714.29 per litre
 Glenlivet 18 Year Old,£250,70cl,43%,£357.14 per litre
Arran 21st Anniversary,£250,70cl,52.6%,£357.14 per litre
 Glen Elgin 1998,£250,70cl,54.8%,£357.14 per litre
 Miltonduff 1982,£250,70cl,46%,£357.14 per litre
 Bowmore 2001,£250,70cl,56%,£357.14 per litre
 Highland Park 1991,£250,70cl,55.6%,£357.14 per litre
 Highland Park 12 Year Old,£250,100cl,43%,
 Macallan Rare Cask Batch No.2,£250,70cl,43%,£357.14 per litre
Ardmore 30 Year Old,£250,70cl,47.2%,£357.14 per litre
 Glenburgie 1989,£250,70cl,46%,£357.14 per litre
 Port Charlotte 2001,£250,70cl,63.5%,£357.14 per litre
 Inchgower 1989,£250,70cl,48.1%,£357.14 per litre
 Loch Lomond 2002 Christie Kerr,£250,70cl,48.1%,£357.14 per litre
 Longrow 21 Year Old,£250,70cl,46%,£357.14 per litre
 Glen Grant 1977,£250,75cl,40%,£333.33 per litre
 Macallan 18 Year Old Double Cask,£250,70cl,43%,£357.14 per litre
 Deanston 1991,£250,70cl,45%,£357.14 per litre
 Royal Lochnagar 17 Year Old,£250,70cl,56.3%,£357.14 per litre
 Singleton of Dufftown 1985,£255,70cl,52.3%,£364.29 per litre
 Talisker 25 Year Old,£255,70cl,45.8%,£364.29 per litre
 Bunnahabhain 1989,£255,70cl,43.4%,£364.29 per litre
 Bladnoch 1990,£255,70cl,52.3%,£364.29 per litre
 Tomatin 1990,£255,70cl,50.1%,£364.29 per litre
 Tormore 1988,£255,70cl,48.8%,£364.29 per litre
 Tomintoul Five Decades,£257,70cl,50%,£367.14 per litre
 Clynelish 1995,£260,70cl,55.1%,£371.43 per litre
 Royal Brackla 20 Year Old,£260,70cl,53.3%,£371.43 per litre
 Royal Brackla 20 Year Old,£260,70cl,52.9%,£371.43 per litre
 Teaninich 1999,£265,70cl,55.9%,£378.57 per litre
Glen Scotia 25 Year Old,£265,70cl,48.8%,£378.57 per litre
 Bladnoch 1990,£265,70cl,48.7%,£378.57 per litre
 Glenallachie 1995,£265,70cl,58.5%,£378.57 per litre
 Dalmore 1992,£265,70cl,44.3%,£378.57 per litre
 Bunnahabhain 1989,£270,70cl,43.4%,£385.71 per litre
 Ardbeg 1998,£275,70cl,56.2%,£392.86 per litre
 Aberlour-Glenlivet 8 Year Old,£275,75cl,43%,£366.67 per litre
 Glenmorangie 18 Year Old,£275,70cl,43%,£392.86 per litre
 Dufftown-Glenlivet 8 Year Old,£275,75cl,40%,£366.67 per litre
 Bruichladdich 10 Year Old,£275,75cl,40%,£366.67 per litre
 Benromach 17 Year Old,£275,70cl,43%,£392.86 per litre
 Aberlour 100 Proof,£275,100cl,57.1%,
 Glengoyne 8 Year Old,£275,75.7cl,40%,£363.28 per litre
 Lagavulin 12 Year Old,£275,70cl,56.1%,£392.86 per litre
 Scapa 12 Year Old,£275,100cl,40%,
 Benrinnes 1992,£275,70cl,56.9%,£392.86 per litre
 Aberlour 100 Proof,£275,100cl,57.1%,
 Talisker 25 Year Old,£275,70cl,45.8%,£392.86 per litre
 Glenrothes 1989,£275,70cl,46.1%,£392.86 per litre
 Tobermory 1996,£275,70cl,40%,£392.86 per litre
 Auchroisk 1990,£280,70cl,51.2%,£400 per litre
 Edradour 1995,£280,70cl,56.2%,£400 per litre
 Clynelish 1995,£285,70cl,56.4%,£407.14 per litre
 Bruichladdich Black Art 8.1,£285,70cl,45.1%,£407.14 per litre
 Strathmill 25 Year Old,£288,70cl,52.4%,£411.43 per litre
 Inchgower 27 Year Old,£290,70cl,55.3%,£414.29 per litre
Port Askaig 28 Year Old,£295,70cl,45.8%,£421.43 per litre
 Balvenie Tun 1509,£265,70cl,50.4%,£378.57 per litre
 Peat's Beast 1985,£295,70cl,47.1%,£421.43 per litre
 Aberlour-Glenlivet 8 Year Old,£299,75cl,50%,£398.67 per litre
 Aberlour-Glenlivet 12 Year Old,£299,113cl,40%,£264.60 per litre
 Cragganmore 14 Year Old,£299,70cl,47.5%,£427.14 per litre
 Dalmore 12 Year Old,£299,75cl,40%,£398.67 per litre
 Dufftown-Glenlivet 8 Year Old,£299,75cl,46%,£398.67 per litre
 Dufftown-Glenlivet 12 Year Old,£299,100cl,43%,
 Dufftown Centenary,£299,70cl,55.8%,£427.14 per litre
 Glenmorangie 10 Year Old,£299,70cl,56.9%,£427.14 per litre
Laphroaig 15 Year Old,£299,70cl,43%,£427.14 per litre
 Singleton of Auchroisk 1975,£299,75cl,40%,£398.67 per litre
 Tamdhu 8 Year Old,£299,75.7cl,40%,£394.98 per litre
 Tamnavulin 28 Year Old,£299,70cl,45%,£427.14 per litre
 Dalmore 12 Year Old,£299,75cl,40%,£398.67 per litre
 Glendullan 12 Year Old,£299,75cl,47%,£398.67 per litre
 Dalmore 12 Year Old,£299,75cl,43%,£398.67 per litre
 Mannochmore 1998,£299,70cl,59.1%,£427.14 per litre
 Benrinnes 1996,£299,70cl,59.3%,£427.14 per litre
 Lagavulin 12 Year Old,£299,70cl,57.5%,£427.14 per litre
 Deanston Mill 8 Year Old,£299,75cl,40%,£398.67 per litre
 Glen Elgin 12 Year Old,£299,75cl,43%,£398.67 per litre
 Glenlossie 1982,£299,70cl,46%,£427.14 per litre
 Benriach 25 Year Old,£299,70cl,46%,£427.14 per litre
 Dufftown-Glenlivet 12 Year Old,£299,100cl,43%,
 Ardbeg Kildalton,£299,70cl,46%,£427.14 per litre
 Laphroaig 10 Year Old,£299,50cl,43%,£598 per litre
 Ardbeg Dark Cove,£299,70cl,46.5%,£427.14 per litre
 Bowmore 2001,£299,70cl,55.6%,£427.14 per litre
 Blair Athol 8 Year Old,£299,75cl,40%,£398.67 per litre
Macallan Ruby,£299,75cl,43%,£398.67 per litre
 Macallan Classic Cut,£299,70cl,58.4%,£427.14 per litre
 Bruichladdich 10 Year Old,£299,75cl,43%,£398.67 per litre
 Glenallachie 1989,£299,50cl,45.4%,£598 per litre
 Pittyvaich 28 Year Old,£299,70cl,52.1%,£427.14 per litre
 Dalmore 12 Year Old,£299,70cl,40%,£427.14 per litre
 Linkwood 15 Year Old,£299,75cl,40%,£398.67 per litre
 Springbank 1992,£299,70cl,46%,£427.14 per litre
 SMWS 135.1 (Loch Lomond),£299,70cl,53.8%,£427.14 per litre
 Dufftown 15 Year Old,£299,70cl,43%,£427.14 per litre
 Knockando 1978,£299,70cl,43%,£427.14 per litre
 Bruichladdich 1992,£299,50cl,50.7%,£598 per litre
 Balvenie Tun 1509,£299,70cl,52.4%,£427.14 per litre
 Macallan 18 Year Old,£299,70cl,43%,£427.14 per litre
 Dalmore 12 Year Old,£299,70cl,43%,£427.15 per litre
 Highland Park 1997,£305,70cl,51.9%,£435.71 per litre
 Glenkinchie 1992,£325,70cl,58.1%,£464.29 per litre
 Highland Park St. Magnus 12 Year Old,£325,70cl,55%,£464.29 per litre
 Royal Lochnagar,£325,75cl,43%,£433.33 per litre
 Cragganmore 25 Year Old,£325,70cl,51.4%,£464.29 per litre
 Bowmore 26 Year Old Wine Cask,£299,70cl,48.7%,£427.14 per litre
 Linkwood 5 Year Old,£325,75cl,43%,£433.33 per litre
 Glenburgie 5 Year Old,£325,75cl,43%,£433.33 per litre
 Bowmore 27 Year Old,£325,50cl,47.6%,£650 per litre
 Highland Park 1996,£325,70cl,51.4%,£464.29 per litre
 Old Fettercairn 26 Year Old,£325,70cl,45%,£464.29 per litre
 Fettercairn 1988,£325,70cl,47.9%,£464.29 per litre
 Braes of Glenlivet 25 Year Old,£330,70cl,48%,£471.43 per litre
 Tomatin 30 Year Old,£335,70cl,46%,£478.57 per litre
 GlenAllachie 1989,£340,70cl,45.9%,£485.71 per litre
Glenesk 5 Year Old,£350,75cl,40%,£466.67 per litre
 Glenesk 12 Year Old,£350,75cl,40%,£466.67 per litre
 Glenmorangie 10 Year Old,£350,100cl,57.2%,
 Glen Spey 8 Year Old,£350,75cl,40%,£466.67 per litre
 Glen Spey 8 Year Old,£350,70cl,40%,£500 per litre
 Highland Park 18 Year Old,£350,70cl,43%,£500 per litre
Loch Dhu 10 Year Old,£350,100cl,40%,
 Strathmill 15 Year Old,£350,70cl,53.5%,£500 per litre
 Glenesk 1982,£350,70cl,40%,£500 per litre
 Lagavulin 12 Year Old,£350,70cl,57.5%,£500 per litre
 Talisker 10 Year Old,£350,75cl,45.8%,£466.67 per litre
 Highland Park 1978,£350,70cl,43%,£500 per litre
 Glenmorangie 1993,£350,70cl,56.9%,£500 per litre
 Glenfarclas 8 Year Old,£350,75cl,40%,£466.67 per litre
 Longrow 1990,£350,70cl,46%,£500 per litre
 Glen Elgin 1998,£350,70cl,61.1%,£500 per litre
 Laphroaig 10 Year Old Cask Strength,£350,70cl,58.3%,£500 per litre
Glenfarclas 175th Anniversary (1836-2011),£350,70cl,43%,£500 per litre
 Glenfarclas-Glenlivet 7 Year Old,£350,75cl,40%,£466.67 per litre
 Glenrothes 1988,£350,70cl,43%,£500 per litre
Lagavulin 1996 Distillers Edition,£350,70cl,43%,£500 per litre
 Glenesk 1982,£350,70cl,40%,£500 per litre
 Glendronach 12 Year Old,£350,75cl,40%,£466.67 per litre
 Glendronach 8 Year Old,£350,75cl,40%,£466.67 per litre
 Glen Spey 8 Year Old,£350,75cl,40%,£466.67 per litre
 Glen Spey 8 Year Old,£350,75cl,40%,£466.67 per litre
 Glenesk 12 Year Old,£350,75cl,40%,£466.67 per litre
 Glenrothes 30 Year Old,£350,70cl,43%,£500 per litre
 Glenesk 12 Year Old,£350,75cl,40%,£466.67 per litre
 Glenmorangie 1992,£350,70cl,57.2%,£500 per litre
 Glenesk 12 Year Old,£350,75cl,40%,£466.67 per litre
 Ardbeg Perpetuum,£350,70cl,49.2%,£500 per litre
 Glenfarclas 8 Year Old,£350,75cl,40%,£466.67 per litre
 Littlemill 1991,£350,70cl,52.8%,£500 per litre
 Glen Esk 1984,£350,70cl,49.5%,£500 per litre
 Highland Park 18 Year Old,£350,70cl,43%,£500 per litre
 Benromach 1998,£350,70cl,56.2%,£500 per litre
 Knockando Extra Old Reserve,£350,70cl,40%,£500 per litre
 Knockando 1974,£350,75cl,40%,£466.67 per litre
Glenturret 30 Year Old,£350,70cl,43.3%,£500 per litre
 Forties 1975,£350,70cl,40%,£500 per litre
 Longmorn 1996,£350,70cl,58.8%,£500 per litre
 Glentauchers 1976,£350,70cl,46%,£500 per litre
 Bunnahabhain Moine 1997,£350,70cl,50%,£500 per litre
 Glenrothes 1988,£355,70cl,44.1%,£507.14 per litre
 Bunnahabhain 1989,£355,70cl,42.8%,£507.14 per litre
 Glenlivet 25 Year Old,£360,70cl,43%,£514.29 per litre
 Highland Park 1992,£360,70cl,50%,£514.29 per litre
Bunnahabhain 25 Year Old,£365,70cl,46.3%,£521.43 per litre
Glenrothes 25 Year Old,£365,70cl,43%,£521.43 per litre
 Ardbeg 1990,£375,70cl,46%,£535.71 per litre
 Highland Park 12 Year Old,£375,75cl,40%,£500 per litre
 Ord 12 Year Old,£375,75.7cl,40%,£495.38 per litre
 Dalmore 12 Year Old,£375,100cl,43%,
Ledaig 1974,£375,70cl,43%,£535.71 per litre
 Forties 1975,£375,70cl,40%,£535.71 per litre
 Deanston Mill,£375,75cl,40%,£500 per litre
 Highland Park 12 Year Old,£375,75cl,40%,£500 per litre
 Highland Park 12 Year Old,£375,75cl,40%,£500 per litre
 Highland Park 12 Year Old,£375,75cl,40%,£500 per litre
 Deanston Mill,£375,75cl,40%,£500 per litre
 Blair Athol 1993,£375,70cl,58.4%,£535.71 per litre
 Dalmore 12 Year Old,£375,100cl,43%,
 Dalmore 12 Year Old,£375,100cl,43%,
Bowmore 25 Year Old,£380,70cl,43%,£542.86 per litre
 Old Pulteney 25 Year Old,£380,70cl,46%,£542.86 per litre
 Caol Ila 1995,£385,70cl,54.1%,£550 per litre
 Bruichladdich 1990,£390,70cl,58.8%,£557.14 per litre
 Tomintoul 1989,£390,70cl,52.8%,£557.14 per litre
 Pittyvaich 1989,£390,70cl,50.8%,£557.14 per litre
 Bowmore 1988,£395,70cl,47.8%,£564.29 per litre
 Clynelish 14 Year Old,£399,70cl,43%,£570 per litre
 Glenesk 1984,£399,70cl,43%,£570 per litre
 Glen Grant 15 Year Old,£399,75.7cl,40%,£527.08 per litre
 Glen Grant 25 Year Old,£399,75cl,40%,£532 per litre
 Glen Spey 21 Year Old,£399,75cl,55.4%,£532 per litre
 Highland Park 12 Year Old,£399,75cl,43%,£532 per litre
 Springbank 1989,£399,70cl,54.2%,£570 per litre
 Linkwood,£399,70cl,43%,£570 per litre
 Glenturret 8 Year Old,£399,75cl,43%,£532 per litre
 Dalwhinnie 8 Year Old,£399,75cl,40%,£532 per litre
Macallan 17 Year Old Fine Oak,£399,75cl,43%,£532 per litre
 Inchgower 1993,£399,70cl,61.9%,£570 per litre
 Mortlach 10 Year Old,£399,70cl,60.5%,£570 per litre
 Octomore 5 Year Old,£399,70cl,59.5%,£570 per litre
 Glenfarclas 5 Year Old,£399,75cl,43%,£532 per litre
 Ardbeg 1999 Galileo,£399,75cl,49%,£532 per litre
 Dufftown-Glenlivet 8 Year Old,£399,100cl,46%,
 Glenfarclas 5 Year Old,£399,75cl,43%,£532 per litre
 Glenturret 8 Year Old,£399,75cl,43%,£532 per litre
 Glenturret 8 Year Old,£399,75cl,43%,£532 per litre
 Strathisla 12 Year Old,£399,75cl,40%,£532 per litre
Glenfiddich Excellence 26 Year Old,£399,70cl,43%,£570 per litre
 Highland Park Odin,£399,70cl,55.8%,£570 per litre
 Macallan Rare Cask,£399,70cl,43%,£570 per litre
 Knockando 1976,£399,75cl,43%,£532 per litre
 Kininvie 1990 The First Drops,£399,35cl,61.4%,"£1,140 per litre"
 Tomatin 1984,£399,70cl,44.5%,£570 per litre
 Fettercairn 875,£399,75cl,43%,£532 per litre
 Glencadam St. Michael,£399,70cl,40%,£570 per litre
 Auchentoshan 18 Year Old,£399,75cl,43%,£532 per litre
 Linkwood 1982,£399,70cl,64.2%,£570 per litre
 Glenrothes 1985,£399,70cl,56.5%,£570 per litre
 Mortlach 1984,£399,70cl,59.7%,£570 per litre
 Glenturret 1977,£399,70cl,48.4%,£570 per litre
 Caol Ila 1984,£399,70cl,46%,£570 per litre
 Springbank 1993,£399,70cl,52.2%,£570 per litre
 Highland Park 8 Year Old,£399,75cl,40%,£532 per litre
 Springbank 20 Year Old,£399,70cl,52.8%,£570 per litre
 Dailuaine 1973,£399,70cl,46%,£570 per litre
 Old Pulteney 25 Year Old,£399,70cl,46%,£570 per litre
 Knockando 1973,£399,75cl,43%,£532 per litre
 Strathisla 15 Year Old,£399,75cl,40%,£532 per litre
 Ardbeg Supernova 2019,£399,70cl,53.8%,£570 per litre
 Bruichladdich 1990,£399,70cl,55%,£570 per litre
Islay Violets 33 Years Old,£399,70cl,46.2%,£570 per litre
 Caperdonich 25 Year Old,£399,70cl,48%,£570 per litre
Craigellachie 23 Year Old,£412,70cl,46%,£588.57 per litre
 Laphroaig 25 Year Old,£415,70cl,48.9%,£592.86 per litre
 Bowmore 2001,£420,70cl,55.3%,£600 per litre
 Lagavulin 1995,£425,70cl,48%,£607.14 per litre
 Highland Park 1973,£425,70cl,43%,£607.14 per litre
 Strathisla 8 Year Old,£425,75cl,57%,£566.67 per litre
 Glenturret 7 Year Old,£425,75cl,43%,£566.67 per litre
Macallan Rare Cask Black,£425,70cl,48%,£607.14 per litre
 Bowmore 1996,£425,70cl,53.2%,£607.14 per litre
 Laphroaig 25 Year Old,£425,70cl,51.4%,£607.14 per litre
 Highland Park 25 Year Old,£430,70cl,46%,£614.29 per litre
 Laphroaig 27 Year Old,£445,70cl,41.7%,£635.71 per litre
 Balvenie 8 Year Old,£450,75cl,40%,£600 per litre
 Glen Grant 1966,£450,75cl,40%,£600 per litre
Glen Ord 28 Year Old,£450,70cl,58.3%,£642.86 per litre
 Glenturret 7 Year Old,£450,75cl,43%,£600 per litre
 Glenrothes 8 Year Old,£450,75cl,40%,£600 per litre
 Lagavulin 1991 Distillers Edition,£450,70cl,43%,£642.86 per litre
 Aultmore 12 Year Old,£450,75cl,40%,£600 per litre
 Talisker 10 Year Old,£450,100cl,45.8%,
 Aberlour 8 Year Old,£450,75cl,50%,£600 per litre
 Laphroaig 10 Year Old Cask Strength,£450,70cl,57.8%,£642.86 per litre
 Tormore 10 Year Old,£450,75cl,43%,£600 per litre
 Glenfarclas 105,£450,70cl,60%,£642.86 per litre
 North Port 1970,£450,75cl,40%,£600 per litre
 Glenesk 1984,£450,70cl,43%,£642.86 per litre
 Banff 1974,£450,75cl,40%,£600 per litre
 Linkwood 1972,£450,75cl,40%,£600 per litre
 Dalwhinnie 8 Year Old,£450,75cl,40%,£600 per litre
 Springbank 10 Year Old,£450,70cl,46%,£642.86 per litre
 Springbank 1995,£450,70cl,46%,£642.86 per litre
 Rosebank 1990,£450,70cl,46%,£642.86 per litre
 Glenfarclas 8 Year Old,£450,75.7cl,40%,£594.45 per litre
 Longmorn 23 Year Old,£450,70cl,48%,£642.86 per litre
 Glen Moray 1982,£450,70cl,56%,£642.86 per litre
 Glen Moray 1986,£450,75cl,61.1%,£600 per litre
 Mannochmore 1982,£450,75cl,67.8%,£600 per litre
Benriach 30 Year Old Authenticus Peated,£450,70cl,46%,£642.86 per litre
 Tomatin 1965,£450,70cl,46%,£642.86 per litre
 Tomatin 1976,£450,70cl,46%,£642.86 per litre
 Tomatin 1976,£450,70cl,46%,£642.86 per litre
 Springbank 15 Year Old,£450,70cl,56.4%,£642.86 per litre
 Old Pulteney 1974,£450,70cl,46%,£642.86 per litre
 Blair Athol 1988,£450,70cl,54.7%,£642.86 per litre
 Knockando 1972,£450,75cl,43%,£600 per litre
 Knockando 1975,£450,70cl,43%,£642.86 per litre
 Glenrothes 8 Year Old,£450,75.7cl,40%,£594.45 per litre
 Knockando 1966,£450,75cl,43%,£600 per litre
 Caol Ila 1981,£450,70cl,46%,£642.86 per litre
Loch Lomond 30 Year Old,£450,70cl,47%,£642.86 per litre
 Glenfarclas 30 Year Old,£460,70cl,43%,£657.14 per litre
Fettercairn 28 Year Old,£460,70cl,42%,£657.14 per litre
